State_Name,Constituency_Name,Year,Ref_Candidate,Ref_Party,Ref_Votes,Ref_Vote_Share,Similarity_BiSim,Similarity_JW,Similarity_Dice,Weighted_Similarity,Algorithm_Disagreement,Confidence_Score,Dummy_Candidate,Dummy_Party,Dummy_Votes,Dummy_Vote_Share,Is_Major
Andhra_Pradesh,ALAIR,1967,P. C. REDDY,CPI,11801,6.73239283309656e-4,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,0.0564467571160939,Y. N. REDDY,IND,10770,6.144214118502664e-4,TRUE
Andhra_Pradesh,NAGARKURNOOL,1967,M. L. REDDY,CPI,780,4.449848665210843e-5,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,-0.19382973251028812,Y. P. REDDY,IND,1014,5.784803264774097e-5,TRUE
Andhra_Pradesh,PARKAL,1967,C. R. REDDY,SWA,2839,1.6196308154530238e-4,0.6111111111111112,0.8042328042328042,0.625,0.6525132275132276,0.0193121693121693,-0.5310433805616085,K. N. REDDY,IND,5195,2.963713309714145e-4,TRUE
Andhra_Pradesh,ANAKAPALLI,1967,K. G. RAO,CPI,20539,0.00117173643249699,0.7142857142857143,0.9047619047619048,0.6666666666666666,0.738095238095238,0.02380952380952381,-0.601001755523119,K.S. RAO,IND,37671,0.00214910575727125,TRUE
Andhra_Pradesh,MIRYALGUDA,1967,C. V. REDDY,CPI,5095,2.906663967852468e-4,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,-1.08486317410894,M. J. REDDY,BJS,13650,7.787235164118977e-4,TRUE
Andhra_Pradesh,DEVARKONDA,1967,G. M. REDDY,CPM,353,2.013841767717215e-5,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,-4.209710904378306,D. D. REDDY,IND,2653,1.5135190395903036e-4,TRUE
Andhra_Pradesh,PARKAL,1967,C. R. REDDY,SWA,2839,1.6196308154530238e-4,0.7777777777777778,0.8842592592592592,0.75,0.7907407407407406,0.01342592592592592,-4.372433281584978,C. J. REDDY,BJS,18751,0.00106973220924831,TRUE
Andhra_Pradesh,ANAKAPALLI,1967,K. R. RAO,CPM,2430,1.3862990072387627e-4,0.7142857142857143,0.8492063492063491,0.6666666666666666,0.7269841269841268,0.01825396825396824,-10.350612092482168,K.S. RAO,IND,37671,0.00214910575727125,TRUE
Andhra_Pradesh,MIRYALGUDA,1978,TEDLA LANGAIAH S/O MATTAIAH,INC(I),30416,0.00231855528758821,0.7777777777777778,0.7932098765432098,0.6153846153846154,0.7321462488129155,0.01778252611585944,0.7038534323286396,TEDLA LINGAIAH S/O VENKAIAH,IND,646,4.924338229162236e-5,TRUE
Andhra_Pradesh,SANATHNAGAR,1978,KRISHNA RAO N.,INC,9096,6.933712156727507e-4,0.7307692307692307,0.7948717948717948,0.5833333333333334,0.6993589743589743,0.02115384615384614,0.6369252704062647,KRISHNA SWAMY,IND,633,4.8252416394112934e-5,TRUE
Andhra_Pradesh,AVANIGADDA,1978,CHALAPATI RAO SANAKA,INC(I),7063,5.383993949314686e-4,0.6666666666666666,0.8472922502334266,0.5641025641025641,0.6720225526107879,0.02831896861308625,0.6301558149395685,CHIDAMBARA RAO SANAKA,IND,247,1.8828352052679137e-5,TRUE
Andhra_Pradesh,NELLORE,1978,ANAM VENKATA REDDY,JNP,18934,0.0014433037156495,0.5185185185185185,0.79920116194626,0.6511627906976745,0.6573204303254463,0.02806826434277415,0.6299964468585746,THUMMALA VENKATA RAMI REDDY,IND,263,2.0048002388075355e-5,TRUE
Andhra_Pradesh,CHERIYAL,1978,R. MALLA REDDY,CPI,8501,6.480154688252039e-4,0.6071428571428571,0.8318348318348319,0.64,0.6586526806526806,0.02246919746919748,0.6081046951278144,B. CHALMA REDDY,IND,472,3.597968489418847e-5,NA
Andhra_Pradesh,KUPPAM,1978,D.VENKATACHALAM,JNP,14222,0.00108411669187531,0.7666666666666667,0.9111111111111112,0.7857142857142857,0.7993650793650794,0.01444444444444443,0.39983654476744057,M.VENKARACHALAM,IND,7004,5.33901934319695e-4,TRUE
Andhra_Pradesh,ADILABAD,1978,CHILKURI VAMAN REDDY,INC(I),20313,0.00154842232893146,0.6730769230769231,0.8234143049932522,0.7272727272727273,0.7139835602993498,0.0150337381916329,-0.2974608172267414,CHILKURI RAMACHANDRA REDDY,IND,28905,0.00220337455903923,TRUE
Andhra_Pradesh,NANDYAL,1980,P. VENKATA SUBBAIAH,INC(I),219606,0.01577921089718745,0.8611111111111112,0.9237472766884532,0.9411764705882352,0.8879084967320261,0.00800653594771241,0.8459975684066364,N. VENKATA SUBBAIAH,IND,8677,6.234629880554062e-4,TRUE
Andhra_Pradesh,RAJAHMUNDRY,1980,S.B.P.PATTABHI RAMA RAO,INC(I),249377,0.01791832771375971,0.72,0.8462525879917183,0.6521739130434783,0.7249026915113871,0.019407867494824,0.7046284708646551,M.S.CH. PATTIABHI RAMA RAO,IND,2177,1.5642260285774108e-4,TRUE
Andhra_Pradesh,ALLAGADA,1980,G.P.REDDI,INC(I),44752,0.00321553712590244,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,0.6281390777363853,S.S.REDDI,IND,1244,8.938434449013776e-5,TRUE
Andhra_Pradesh,SECUNDERABAD,1983,K. KESHAVA RAO,INC,15128,0.0011379602258529,0.6923076923076923,0.8451825951825951,0.782608695652174,0.7409428735515692,0.01528749028749028,0.7023660550230039,R. KESHAV RAO,IND,565,4.2500497594321395e-5,TRUE
Andhra_Pradesh,REPALLE,1983,KORATALA SATYANARAYANA,CPM,6025,4.532132708067015e-4,0.7045454545454546,0.8009194108265315,0.6153846153846154,0.6970719940534181,0.01855347954419161,0.6443963753406583,BORRA SATYANARAYANA,IND,350,2.632774187258847e-5,NA
Andhra_Pradesh,GHANPUR,1983,GOKA RAMASWAMY,INC,23970,0.00180307420767413,0.6071428571428571,0.7411255411255411,0.6956521739130435,0.6516412572934311,0.01339826839826839,0.6389944596893623,S. RAMASWAMY,IND,146,1.0982429466851192e-5,TRUE
Andhra_Pradesh,MAHBUBNAGAR,1983,RAJENDER REDDY,BJP,6966,5.239972853841465e-4,0.65625,0.7996031746031745,0.7142857142857143,0.6965277777777779,0.01433531746031745,0.3489876779272772,M. RAVINDER REDDY,IND,3425,2.576357597531872e-4,TRUE
Andhra_Pradesh,ADILABAD,1983,CHILKURI RAMACHANDER REDDY,INC,26362,0.00198300551784336,0.6730769230769231,0.8321862348178137,0.7272727272727273,0.7157379462642621,0.01591093117408906,-0.01359965456083938,CHILKURI VAMAN REDDY,IND,26871,0.00202129357673807,TRUE
Andhra_Pradesh,PALACOLE,1983,ALLURI SATYANARAYANA RAJU,CPM,3828,2.879502739664819e-4,0.6538461538461539,0.7897435897435898,0.5714285714285714,0.6563003663003664,0.02183150183150184,-6.918476244774692,ALLU VENKATA SATYANARAYANA,IND,45082,0.00339116359742866,NA
Andhra_Pradesh,SECUNDERABAD,1984,T.ANJAIAH,INC,246309,0.01355990782902742,0.7222222222222222,0.9259259259259258,0.875,0.7935185185185185,0.02037037037037036,0.7638528314546249,P.ANJAIAH,IND,4278,2.355142755343058e-4,TRUE
Andhra_Pradesh,TANDUR,1985,M. CHANDRA SEKHAR,INC,42708,0.00241582948683138,0.675,0.8958333333333333,0.7647058823529411,0.7371078431372549,0.02208333333333332,0.6962048919057081,SETTI CHANDRA SEKHAR,IND,1459,8.253009322110598e-5,TRUE
Andhra_Pradesh,KAMALAPUR,1985,MUDDASANI DAMODHAR REDDY,TDP,35485,0.00200725178749208,0.7037037037037037,0.8726150392817058,0.6122448979591837,0.7100483290959481,0.02603701413225221,0.6833170197015288,MUDDASANI RAMACHANDRA REDDY,IND,423,2.3927504751561223e-5,TRUE
Andhra_Pradesh,YAKUTPURA,1985,SYED HUSSAIN,INC,3393,1.919291338582677e-4,0.6111111111111112,0.8333333333333333,0.7857142857142857,0.7349206349206349,0.02222222222222221,0.6787733433965872,SYED ATHER HUSSAIN,IND,188,1.0634446556249434e-5,TRUE
Andhra_Pradesh,MYDUKUR,1985,RAGHURAMI REDDY SETTIPALLI,TDP,43857,0.00248082405647569,0.5384615384615384,0.8589743589743588,0.6666666666666666,0.6923076923076922,0.03205128205128204,0.6508965798338953,RAGHURAMI REDDY,IND,1258,7.116028599873292e-5,TRUE
Andhra_Pradesh,NALGONDA,1985,G.M.REDDY,INC,25635,0.00145007466739071,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,0.6410583507443179,R.V.REDDY,IND,200,1.1313241017286632e-5,TRUE
Andhra_Pradesh,ADDANKI,1985,JAGARLAMUDI HANUMAIAH,INC,42253,0.00239009186351706,0.6590909090909091,0.8088924963924964,0.5365853658536586,0.6522995635800514,0.02723071305388378,0.6283197113162059,JAGARLAMUDI VENKATDHRI,IND,414,2.341840890578333e-5,TRUE
Andhra_Pradesh,SECUNDERABAD,1987,B.P.REDDY,TDP,90300,0.25457344147771005,0.6111111111111112,0.8042328042328042,0.625,0.6525132275132276,0.0193121693121693,0.6301678314224989,G.R.REDDY,IND,1375,0.00387639514985438,TRUE
Andhra_Pradesh,MYDUKUR,1989,S. RAGURAMI REDDY,TDP,35219,7.521813826063005e-4,0.8529411764705882,0.9803921568627452,0.7741935483870968,0.8548070841239722,0.02061986084756484,0.8245112858255629,S. RAGHURAMI REDDY,IND,533,1.1383420225706526e-5,TRUE
Andhra_Pradesh,SECUNDERABAD CANTONMENT,1989,D. NARSINGA RAO,INC,55703,0.00118966352126178,0.7142857142857143,0.88507326007326,0.8,0.7655860805860806,0.01707875457875457,0.7306256913262363,B. NARSING RAO,MIM,1620,3.4598763162560175e-5,TRUE
Andhra_Pradesh,BHONGIR,1989,MADHAVA REDDY ALININETI,TDP,66228,0.00141444869551236,0.6956521739130435,0.8630434782608695,0.6341463414634146,0.71067868504772,0.02288971367974548,0.6915385184428813,MADHAVA REDDY RAMIDI,IND,274,5.85188957193919e-6,TRUE
Andhra_Pradesh,GUNTUR-II,1989,KILARI KOTESWARA RAO,TDP,37616,8.033747377301627e-4,0.675,0.8020467836257309,0.6486486486486487,0.6925039513197409,0.01533981349770822,0.6766966274424824,BANDA KOTESWARA RAO,JNP(JP),286,6.108176706476673e-6,TRUE
Andhra_Pradesh,NARASAPUR,1989,POLISETTI VASUDEVA RAO,INC,43438,9.277167125032648e-4,0.6590909090909091,0.7687400318979265,0.6666666666666666,0.682535885167464,0.01096491228070174,0.6704830070151885,KOTIPALLI VASUDEVA RAO,IND,294,6.279034796168328e-6,TRUE
Andhra_Pradesh,ACHAMPET,1989,D. KIRAN KUMAR,INC,45030,9.61717472351904e-4,0.6333333333333333,0.8598290598290597,0.6153846153846154,0.6732478632478632,0.02444444444444442,0.6476163351392414,D. PRAVEEN KUMAR,IND,629,1.3433717302006388e-5,TRUE
Andhra_Pradesh,MIRYALGUDA,1989,B.N.REDDY,INC,396615,0.00847061015538197,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,0.6455924789595049,K.V. REDDY,IND,311,6.6421082367630955e-6,TRUE
Andhra_Pradesh,PRODDATUR,1989,GANDLURU KRISHNA REDDY,TDP,46089,9.843348119748369e-4,0.6153846153846154,0.8344405594405595,0.6086956521739131,0.6571891152325936,0.02257449072666464,0.6408203093613776,GANDLURU SANTI VEERA REDDY,IND,110,2.3492987332602586e-6,TRUE
Andhra_Pradesh,RAYACHOTY,1989,MANDIPALLE NAGI REDDY,INC,50475,0.00107800775964828,0.6071428571428571,0.8055555555555555,0.6382978723404256,0.6530563998649105,0.01984126984126984,0.6380064833973521,MANDIPALLE PURUSHOTHAM REDDY,IND,165,3.5239480998903883e-6,TRUE
Andhra_Pradesh,JANGAON,1989,CH. RAJA REDDY,CPM,39025,8.334671187771054e-4,0.5384615384615384,0.8974358974358975,0.5,0.6705128205128206,0.03974358974358975,0.6236037528413866,C.R. REDDY,IND,1228,2.622671676766907e-5,NA
Andhra_Pradesh,BUGGARAM,1989,GANDRA VENKATESHWAR RAO,TDP,24299,5.189600901771912e-4,0.7291666666666666,0.8592995169082125,0.7111111111111111,0.7497765700483091,0.01481884057971013,-0.26121876598990085,JAVVADI VENKATESHWAR RAO,IND,32892,7.024830357672402e-4,TRUE
Andhra_Pradesh,KURNOOL,1991,S.V. SUBBA REDDY,TDP,249885,0.00958516601341827,0.8333333333333334,0.907936507936508,0.9285714285714286,0.8652380952380954,0.00952380952380952,0.8529268345797346,A.V. SUBBA REDDY,IND,1187,4.55313126355223e-5,TRUE
Andhra_Pradesh,PARCHUR,1991,G.V.REDDY,INC,52024,0.00199555266095232,0.7777777777777778,0.9259259259259258,0.75,0.799074074074074,0.01759259259259258,0.7767170629423014,G.S.REDDY,IND,550,2.1097069881665767e-5,TRUE
Andhra_Pradesh,PULIVENDLA,1991,B.R.ANNEREDDY,TDP,11870,4.5531312635522305e-4,0.7307692307692307,0.8368298368298368,0.75,0.7558275058275058,0.0106060606060606,0.7408181427063062,R.R.ANNAREDDY,IND,111,4.257772285208909e-6,TRUE
Andhra_Pradesh,CHITTOOR,1991,M. GNANENDRA REDDY,INC,373631,0.01433185330355756,0.7058823529411765,0.8280812324929971,0.7096774193548387,0.7310811421342731,0.01221988795518206,0.7217395954095913,P. NARENDRA REDDY,IND,211,8.093603172784504e-6,TRUE
Andhra_Pradesh,PARCHUR,1991,G.V.REDDY,INC,52024,0.00199555266095232,0.6111111111111112,0.8842592592592592,0.75,0.6935185185185185,0.0273148148148148,0.6734730263234395,V.C.REDDY,IND,85,3.260456254439255e-6,TRUE
Andhra_Pradesh,PARCHUR,1991,G.V.REDDY,INC,52024,0.00199555266095232,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,0.6458134655971276,K.S.REDDY,IND,23,8.822411041423867e-7,TRUE
Andhra_Pradesh,PARCHUR,1991,G.V.REDDY,INC,52024,0.00199555266095232,0.6111111111111112,0.8518518518518517,0.625,0.6620370370370371,0.02407407407407406,0.6451428260489989,P.S.REDDY,IND,77,2.9535897834332077e-6,TRUE
Andhra_Pradesh,NIZAMABAD,1991,A. NARAYANA,BSP,5334,2.046032195432822e-4,0.6071428571428571,0.7547619047619047,0.7272727272727273,0.6606926406926408,0.01476190476190476,0.3518295365908576,MASTA NARAYANA,IND,2451,9.40162150544778e-5,NA
Andhra_Pradesh,JAMMALAMADUGU,1994,NARAYANA REDDY C.,INC,43397,0.00140767983955751,0.7631578947368421,0.8640350877192982,0.8484848484848485,0.8003987240829347,0.0100877192982456,0.7902249038607331,ADINARAYANA REDDY C.,IND,115,3.7302850784412457e-6,TRUE
Andhra_Pradesh,KAMALAPURAM,1994,VEERA SIVA REDDY GANDLURU,TDP,52577,0.00170545390060178,0.7857142857142857,0.8279365079365079,0.7450980392156863,0.7819738562091503,0.00828384687208215,0.7740948809888637,VEERA KRISHNA REDDY GANDLURU,IND,95,3.0815398474079856e-6,TRUE
Andhra_Pradesh,ZAHIRABAD,1994,C. BAGANNA,TDP,53967,0.00175054169415859,0.7222222222222222,0.9259259259259258,0.875,0.7935185185185185,0.02037037037037036,0.7719094452515983,M. BAGANNA,IND,378,1.2261284866528615e-5,TRUE
Andhra_Pradesh,GIDDALUR,1994,YALLURI VENKATA REDDY,INC,11325,3.6735198707258353e-4,0.7619047619047619,0.862204530935181,0.7894736842105263,0.7874785001719986,0.01002997690304191,0.7480527191648974,YALLURI VEERA REDDY,IND,458,1.4856265790661656e-5,TRUE
Andhra_Pradesh,CUDDAPAH,1994,KALEEL BASHA S.A.,TDP,60363,0.00195801041904303,0.6875,0.9166666666666666,0.8461538461538461,0.7650641025641025,0.02291666666666666,0.7463920616563415,KALEEL BASHA,IND,92,2.9842280627529963e-6,TRUE
Andhra_Pradesh,VAYALPAD,1994,CHINTHALA RAMACHANDRA REDDY,TDP,61901,0.00200789892730949,0.8148148148148148,0.8179528469383541,0.6274509803921569,0.7592332709127252,0.01905018665461973,0.739812705113622,CHICHILI RAMACHANDRA REDDY,IND,412,1.3364151759285158e-5,TRUE
Andhra_Pradesh,PRODDATUR,1994,RAMASUBBAREDDY KOVVURU,TDP,38131,0.00123686522022646,0.7272727272727273,0.8597429402382961,0.717948717948718,0.7509695670686383,0.01417942222895781,0.7397582114973493,RAMESHREDDY KOVVURU,IND,29,9.406805849982272e-7,TRUE
Andhra_Pradesh,GUNTUR-I,1994,MOHAMMAD JANI,INC,26950,8.741841988173179e-4,0.7692307692307693,0.846153846153846,0.6666666666666666,0.7538461538461538,0.01794871794871794,0.7389420835574682,MOHAMMAD OMAR,IND,50,1.6218630775831503e-6,TRUE
Andhra_Pradesh,KAKINADA,1994,MOOTHA GOPALA KRISHNA,TDP,56057,0.00181833557080157,0.7142857142857143,0.8338001867413631,0.7,0.7339028944911298,0.01338001867413631,0.7232953285084569,MAMIDI GOPALA KRISHNA,IND,61,1.978672954651443e-6,TRUE
Andhra_Pradesh,VEPANJERI,1994,P. MUNIRATHNAM,BJP,1712,5.553259177644706e-5,0.8076923076923077,0.9487179487179488,0.9166666666666666,0.8576923076923078,0.01410256410256409,0.7226097514470313,J. MUNIRATHNAM,IND,249,8.076878126364089e-6,TRUE
Andhra_Pradesh,KURNOOL,1994,ABDUL GAFOOR M.,CPM,59121,0.00191772334019586,0.6842105263157895,0.781328320802005,0.8387096774193549,0.7287957797720107,0.01544991511035653,0.7148173180619133,A. ABDUL GAFOOR MIAH,IND,224,7.265946587572513e-6,NA
Andhra_Pradesh,PARCHUR,1994,GADE VENKATA REDDY,INC,45843,0.00148702138131288,0.675,0.875462962962963,0.7222222222222222,0.7245370370370371,0.02004629629629629,0.708556888360407,YERRAM VENKATA REDDY,IND,94,3.0491025858563225e-6,TRUE
Andhra_Pradesh,SHYAMPET,1994,NARASIMHA REDDY MADADI,INC,27173,8.814177081433388e-4,0.74,0.846060606060606,0.6666666666666666,0.7392121212121212,0.01793939393939393,0.7025212609797368,NARASIMHA REDDY KATANGURU,IND,877,2.8447478380808457e-5,TRUE
Andhra_Pradesh,MULUG,1994,AJMEERA CHANDULAL,TDP,61952,0.00200955322764862,0.6764705882352942,0.8431372549019607,0.6875,0.7120098039215685,0.01666666666666665,0.698492972658782,AJMEERA GOPICHAND,IND,146,4.7358401865427985e-6,TRUE
Andhra_Pradesh,KANKIPADU,1994,NAGESWARA RAO YALAMACHILI,INC,69362,0.00224991333574644,0.66,0.8362962962962963,0.6976744186046512,0.7027941429801895,0.01762962962962963,0.6893590106895398,NAGESWARA RAO TUMALA,IND,105,3.4059124629246156e-6,TRUE
Andhra_Pradesh,NANDIKOTKUR,1994,BYREDDY RAJASEKHARA REDDY,TDP,65864,0.00213644779483873,0.66,0.750233918128655,0.7142857142857143,0.6889039264828739,0.0090233918128655,0.6803347962167425,T. RAJASEKHARA REDDY,IND,227,7.3632583722275025e-6,TRUE
Andhra_Pradesh,JAMMALAMADUGU,1994,RAMASUBBA REDDY P.,TDP,54903,0.00178090297097095,0.6764705882352942,0.822829131652661,0.625,0.6903011204481793,0.0197829131652661,0.6736994286018737,NAGA SUBBAREDDY V.,IND,239,7.752505510847459e-6,TRUE
Andhra_Pradesh,ATMAKUR,1994,DR. B. SUNDARARAMIREDDY,INC,41224,0.00133719367020575,0.6590909090909091,0.7234954587895764,0.6829268292682927,0.6767390030661192,0.00644045496986673,0.6704558671692773,SUNDARARAMIREDDY BORRA,IND,118,3.8275968630962345e-6,TRUE
Andhra_Pradesh,BADVEL,1994,VEERA REDDY BIJIVEMULA,TDP,67083,0.0021759888166702,0.6481481481481481,0.6891133557800224,0.7659574468085106,0.6722186403037467,0.01178092986603625,0.6641309346459119,RAMA SUBBA REDDY BIJIVEMULA,IND,17,5.514334463782711e-7,TRUE
Andhra_Pradesh,JAMMALAMADUGU,1994,NARAYANA REDDY C.,INC,43397,0.00140767983955751,0.6041666666666666,0.7319444444444444,0.6842105263157895,0.6712865497076023,0.01277777777777777,0.6598686215849637,LAKSHMI NARAYANA REDDY S.,IND,186,6.033330648609319e-6,TRUE
Andhra_Pradesh,ALUR,1994,MOOLINTI MAREPPA,INC,32793,0.00106371511806368,0.6764705882352942,0.8186274509803921,0.5806451612903226,0.6761543327008223,0.02379822896900695,0.6563393457454512,MOOLINTI NARAYANA,IND,185,6.000893387057656e-6,TRUE
Andhra_Pradesh,JAMMALAMADUGU,1994,RAMASUBBA REDDY P.,TDP,54903,0.00178090297097095,0.6176470588235294,0.7447478991596639,0.7096774193548387,0.6614732989970182,0.01271008403361344,0.6520667458394674,SUBBARAMIREDDY G.,IND,84,2.7247299703396924e-6,TRUE
Andhra_Pradesh,CUMBUM,1994,KANDULA NAGARJUNA REDDY,INC,39913,0.00129466842031152,0.6521739130434783,0.8000832119825254,0.6046511627906976,0.6674989477554535,0.01954320491918278,0.6509285217842877,KUNDURU NARAYANA REDDY,IND,215,6.974011233607546e-6,TRUE
Andhra_Pradesh,VIJAYAWADA WEST,1994,PILLA VENKATESWARA RAO,BSP,3303,1.071402749051429e-4,0.7272727272727273,0.8417508417508417,0.7142857142857143,0.7462722462722463,0.01274651274651274,0.6488751086464375,GANNU VENKATESWARA RAO,IND,394,1.2780281051355225e-5,NA
Andhra_Pradesh,MACHERLA,1994,SUNDARARAMIREDDY PINNELLI,INC,46634,0.00151267925520025,0.68,0.8111111111111111,0.5531914893617021,0.6681796690307329,0.02579196217494089,0.6469677992971083,SRINIVASA REDDY PINNELLI,IND,285,9.244619542223957e-6,TRUE
Andhra_Pradesh,ALLAGADDA,1994,BHUMA NAGI REDDY,TDP,64146,0.00208072057949297,0.6176470588235294,0.72140522875817,0.7096774193548387,0.6568047649167195,0.01037581699346406,0.6466257308415442,K. SIVA NAGI REDDY,IND,332,1.0769170835152116e-5,TRUE
Andhra_Pradesh,MACHERLA,1994,PUNNA REDDY KURRI,TDP,53108,0.00172267808648571,0.631578947368421,0.7344095532950021,0.6470588235294118,0.6552410437859353,0.01028306059265811,0.6437164382997284,NARAYANAREDDY KURRI,IND,392,1.2715406528251898e-5,TRUE
